rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
755,11/19/1974,78,71,19,SEC13A,12/31/1995,A,1.15,1.05,"132,737","27,695","2,543","89,199",0,"67,300","80,877","16,721",0,"36,836",0,"36,836",0,0,231,"34,400","34,400",0,8,2,0,"668,612","37,067",40,10,30,0,0,4,36,0,0,0,0,1.8,0,20,10,8,2,0,0
756,8/29/1974,213,160,99,SEC13A,12/31/1995,A,1.01,2.78,"401,355","51,078","19,323","328,629",0,"234,018","153,194","68,944",0,"124,132",0,"124,132",0,0,0,"119,906","119,906",0,13,2,0,0,"124,132",98,20,51,27,0,0,98,0,0,0,0,2.41,0,8,50,32,8,0,0
757,6/15/1976,583,9,107,SEC13A,12/31/1995,B,0.89,1.25,"60,313","3,946","4,090","58,479",0,"25,776","31,166","10,507",0,"23,051",0,"23,051",0,0,"1,288","23,048","23,048",0,3,2,0,"97,801","24,339",16,6,10,0,0,0,16,0,0,4,0,3,0,0,4,8,4,0,0
758,8/29/1978,262,160,136,S8NCON,12/31/1995,A,1.1,3.21,"864,315","26,998","12,499","749,285",0,"445,844","263,259","124,339",0,"260,866","11,500","249,366",0,0,0,"246,280","246,280",0,23,2,0,0,"260,866",230,230,0,0,0,0,230,0,0,12,0,2,0,92,69,46,23,0,0
759,4/24/1973,940,149,83,SEC13A,12/31/1995,A,1.14,1.37,"592,818","128,819","22,779","387,331",0,"647,294","539,338","65,332",0,"131,788",0,"131,788",0,0,0,"102,663","102,663",0,1,7,0,0,"131,788",131,33,98,0,0,0,131,0,0,0,0,1.8,0,26,105,0,0,0,0
760,04/04/1974,916,513,143,SEC13A,12/31/1995,F,0.05,0,"2,936",0,16,"63,556",0,0,0,0,0,"29,696","5,484","24,212",0,0,650,"24,557","24,557",0,4,4,0,"10,713","30,346",17,4,6,7,0,0,17,0,0,0,0,1.59,3,3,9,2,0,0,0
762,03/03/1977,837,36,109,S8NCON,12/31/1995,A,1.97,2.55,"1,074,304","102,074","24,414","480,681",0,"591,963","551,584","319,662",0,"131,056","28,997","102,059",0,0,"7,028","91,620","91,620",0,1,11,2,"27,711","138,084",145,145,0,0,0,145,0,0,0,15,0,1.14,0,124,21,0,0,0,0
763,5/22/1974,382,67,101,SEC13A,12/31/1995,A,1.26,1.08,"454,113","103,362","11,997","269,193",0,"133,065","181,543","57,812",0,"126,816","23,654","103,162",0,0,"4,698","97,970","97,970",0,1,7,2,"89,729","131,514",152,38,114,0,0,114,38,0,0,14,0,1.14,0,130,22,0,0,0,0
765,06/05/1974,728,148,155,SEC13A,12/31/1995,A,1.25,2.73,"411,571","84,787","3,898","259,273",0,"227,227","124,264","40,989",0,"81,420","9,509","71,911",0,0,"2,354","71,816","71,816",0,3,3,0,"609,840","83,774",90,23,67,0,0,13,77,0,0,4,0,1.64,0,54,20,10,6,0,0
766,12/05/1973,847,148,48,SEC13A,12/31/1995,C,0.7,4.36,"95,171","30,478","5,764","83,936",0,"154,210","49,093","13,700",0,"22,070","4,219","17,851","1,200",0,0,"18,551","17,351","1,200",1,5,1,"8,612","23,270",31,9,22,0,0,0,31,0,0,0,0,0.94,14,9,4,4,0,0,0
767,7/24/1975,1175,147,154,SEC13A,12/31/1995,D,0.93,0,"75,023","10,776",959,"68,120",0,"145,000","14,935",0,"14,935","35,446","4,633","30,813","5,140",0,0,"24,770","19,770","5,000",1,5,1,"17,400","40,586",31,8,23,0,0,31,0,0,0,0,0,1.06,0,29,2,0,0,0,0
769,3/29/1974,327,141,151,SEC13A,12/31/1995,A,1.01,2.85,"185,156","12,008","22,917","148,248",0,"230,388","129,233","29,687","18,677","60,000",0,"60,000",0,0,0,"53,200","53,200",0,4,3,0,0,"60,000",80,50,30,0,0,80,0,0,0,4,0,1.38,0,50,30,0,0,0,0
770,01/07/1974,207,85,44,SEC13A,12/31/1995,A,0.87,1.38,"638,893","219,664","10,325","468,029",0,"426,613","408,708","98,511",0,"250,362","38,579","211,783",0,0,0,"206,566","206,566",0,4,6,5,"379,997","250,362",284,84,155,45,0,244,40,0,0,21,0,1.05,19,233,31,1,0,0,0
771,02/11/1975,705,134,130,SEC13A,12/31/1995,B,1.27,0.93,"268,702",0,"15,301","199,098",0,"130,681","186,027","44,961",0,"75,417","17,601","57,816",0,0,0,"58,240","58,240",0,1,5,2,"145,461","75,417",95,24,71,0,0,95,0,0,0,0,10,1.16,0,80,15,0,0,0,0
772,12/04/1974,224,93,140,TCRED4,12/31/1995,A,1.02,3.25,"215,981","36,166","9,315","167,568",0,"260,258","108,318","28,264",0,"76,300","18,300","58,000",0,0,0,"51,575","51,575",0,1,5,1,"43,044","76,300",80,76,0,4,0,80,0,0,0,0,0,1.09,0,73,7,0,0,0,0
774,11/19/1974,525,282,120,SEC13A,12/31/1995,A,1.31,1.32,"80,269","2,917",0,"58,973",0,"61,738","59,239","12,380",0,"23,414","1,706","21,708","5,800","3,004","9,584","24,350","18,550","5,800",1,3,0,"18,562","41,802",29,8,21,0,0,0,29,0,0,0,0,1,0,29,0,0,0,0,0
775,12/04/1974,869,89,121,S8NCON,12/31/1995,A,1.34,9.3,"435,556","16,676","24,097","294,276",0,"331,089","354,996","319,399",0,"40,204","7,358","32,846",0,0,0,"32,760","32,760",0,1,3,0,"50,829","40,204",49,49,0,0,0,49,0,0,0,0,0,1.29,0,35,14,0,0,0,0
776,07/03/1974,817,148,155,S8SUBR,12/31/1995,A,1.2,8.02,"1,004,843","148,688","46,544","675,392",0,"761,325","417,195","47,900","274,423","89,527","26,690","62,837",0,0,0,"90,800","90,800",0,3,5,1,"26,786","89,527",136,120,0,16,0,16,120,0,0,0,0,1.15,14,91,27,4,0,0,0
777,6/26/1974,732,104,156,SEC13A,12/31/1995,B,1.31,0.85,"364,933","73,665","12,039","213,266",0,"83,525","138,218","39,819",0,"90,417","15,704","74,713",0,0,0,"80,834","80,834",0,27,2,0,"303,178","90,417",112,28,56,28,0,112,0,0,0,6,0,1.2,0,90,22,0,0,0,0
778,4/15/1975,598,229,15,TCRED4,12/31/1995,C,0.97,0.55,"273,867","37,993","16,062","226,016",0,"74,335","181,544","47,447",0,"107,000",0,"107,000",0,0,0,"79,920","79,920",0,5,3,0,"98,600","107,000",120,30,78,12,0,120,0,0,0,13,0,1.4,0,72,48,0,0,0,0
779,5/15/1975,921,36,109,S8SUBR,12/31/1995,A,1.14,2.79,"1,149,961","154,238","30,347","843,290",0,"702,538","613,313","361,846",0,"188,200","23,680","164,520",0,0,0,"122,910","122,910",0,1,9,3,"50,827","188,200",193,193,0,0,0,193,0,0,0,0,0,0.84,51,121,21,0,0,0,0
780,09/09/1976,940,149,83,M2W,12/31/1995,A,1.17,2.17,"802,550","51,967","28,748","619,539",0,"822,960","473,333","93,972",0,"123,708",0,"123,708",0,"17,922",0,"118,800","118,800",0,20,2,0,0,"141,630",120,120,0,0,0,0,120,0,0,0,0,2.3,0,0,90,24,6,0,0
781,1/15/1975,858,228,51,SEC13A,12/31/1995,B,1.05,0.79,"257,839","71,449","6,177","172,094",0,"146,673","222,325","32,559","4,000","110,184","25,852","84,332",0,"7,476","3,850","85,000","85,000",0,4,5,1,"44,462","121,510",96,24,72,0,0,0,96,0,0,0,0,1.45,5,63,11,14,3,0,0
783,02/11/1975,547,175,76,SEC13A,12/31/1995,A,1.1,1.75,"192,003","18,834","12,488","145,660",0,"94,378","89,943","28,857","7,276","62,450","10,137","52,313",0,"11,086","3,235","47,500","47,500",0,8,4,0,"59,639","76,771",45,22,23,0,0,0,45,0,0,0,0,2.76,2,0,11,28,2,2,0
784,11/19/1974,675,229,15,TCRED4,12/31/1995,B,1.13,0.85,"289,976","31,887",274,"227,444",0,"138,147","200,461","38,364",0,"115,200","3,555","111,645",0,0,256,"82,300","82,300",0,10,2,0,"649,305","115,456",103,72,31,0,0,0,103,0,0,5,0,1.71,0,54,28,18,3,0,0
785,10/17/1974,1263,148,148,SEC13A,12/31/1995,B,0.92,2.19,"120,012","43,380","4,626","78,619",0,"74,963","47,864","13,564",0,"35,000",0,"35,000",0,0,0,"23,900","23,900",0,1,3,0,0,"35,000",34,7,27,0,0,0,34,0,0,0,0,1.35,0,22,12,0,0,0,0
786,1/15/1975,417,49,85,SEC13A,12/31/1995,C,0.68,3.33,"50,361","18,821","3,114","41,643",0,"75,626","29,884","7,185",0,"21,217","5,567","15,650","4,521",0,0,"20,871","16,350","4,521",1,4,1,"95,832","25,738",22,5,17,0,0,0,22,0,0,0,0,1.59,3,3,16,0,0,0,0
787,5/15/1975,397,133,21,SEC13A,12/31/1995,A,0.97,3.33,"220,978",0,"17,879","208,373",0,"516,995","194,827","39,733",0,"87,750",0,"87,750",0,0,0,"65,010","65,010",0,8,2,0,"1,248,866","87,750",100,25,75,0,0,100,0,0,0,5,0,1.1,0,90,10,0,0,0,0
788,12/04/1974,60,319,65,SEC13A,12/31/1995,A,1.06,1.41,"194,242","18,123","5,465","160,843",0,"66,296","72,315","25,350",0,"59,642","6,454","53,188",0,0,550,"54,096","54,096",0,6,2,0,"368,887","60,192",61,0,60,0,1,0,61,0,0,0,0,1.92,0,24,22,11,4,0,0
789,5/15/1975,885,229,15,SEC236,12/31/1995,A,1.23,1.24,"653,940","113,778","25,284","417,229",0,"307,072","323,811","75,558",0,"121,497","6,059","115,438","1,700",0,0,"113,536","111,836","1,700",1,16,2,"10,142","123,197",162,161,1,0,0,162,0,0,0,14,0,1.01,0,161,1,0,0,0,0
790,9/15/1975,666,149,156,RAD,12/31/1995,B,1.02,0.87,"1,028,201","201,086","33,179","777,879",0,"528,753","769,233","163,299",0,"336,637","48,243","288,394",0,0,"10,724","264,038","264,038",0,7,6,6,"234,351","347,361",191,77,114,0,0,116,75,0,0,15,0,1.84,0,87,63,25,16,0,0
791,6/26/1975,1216,149,156,RAD,12/31/1995,A,1.3,1.71,"811,659","48,187","19,159","572,562",0,"431,550","372,746","120,197",0,0,0,0,0,0,0,"165,000","165,000",0,1,12,4,0,"228,985",250,250,0,0,0,250,0,0,0,13,0,1.2,0,200,50,0,0,0,0
792,10/17/1974,904,257,124,SEC236,12/31/1995,C,0.96,0.92,"541,099","94,288","33,509","429,096",0,"355,450","477,779","90,079",0,"132,448","21,363","111,085","1,165",0,"3,120","119,873","118,708","1,165",2,7,4,"59,923","136,733",181,95,86,0,0,89,92,0,0,9,0,1.27,0,144,27,8,2,0,0
793,09/09/1976,620,158,122,SEC13A,12/31/1995,A,1.14,1.7,"270,020","49,257","11,965","183,348",0,"224,956","159,597","27,194",0,"69,080",0,"69,080",0,0,0,"56,400","56,400",0,9,3,0,0,"69,080",50,20,10,20,0,0,50,0,0,0,0,2.98,0,0,17,17,16,0,0
794,01/11/1974,1032,223,82,MISC,12/31/1995,B,1.3,0,"8,339",0,262,"6,195",0,0,0,0,0,"8,000",0,"8,000",0,0,0,"8,000","8,000",0,1,2,0,"5,440","8,000",3,3,0,0,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1
795,10/17/1974,753,229,15,SEC13A,12/31/1995,A,1.11,1.98,"957,502","177,817","33,530","674,806",0,"424,533","340,661","126,455",0,"223,115","1,578","221,537",0,0,0,"238,040","238,040",0,84,2,0,"890,802","223,115",270,68,202,0,0,0,270,0,0,0,0,1.82,0,112,102,48,8,0,0
796,4/15/1975,1108,229,15,TCRED4,12/31/1995,A,3.25,1.88,"168,349","3,430","1,311","50,322",0,"53,470","39,229","10,805",0,"22,584","4,396","18,188",0,0,0,"20,420","20,420",0,2,4,0,"10,869","22,584",28,20,8,0,0,0,28,0,0,0,0,1.46,2,11,15,0,0,0,0
797,4/15/1975,839,492,62,SEC13A,12/31/1995,A,1.31,5.44,"40,146","9,404","1,206","22,581",0,"34,242","10,217","3,920",0,"10,126","2,431","7,695",0,"1,820",0,"8,698","8,698",0,1,5,0,"2,279","11,946",10,3,0,7,0,0,10,0,0,0,0,1.9,0,1,9,0,0,0,0
798,6/15/1976,906,145,153,SEC13A,12/31/1995,A,4.01,3.14,"31,429",0,0,"7,835",0,"31,168","15,240","5,300",0,"9,835","1,086","8,749",0,0,0,"8,749","8,749",0,1,5,0,"3,982","9,835",8,2,6,0,0,0,8,0,0,0,0,2.38,0,0,6,1,1,0,0
799,3/21/1978,238,230,9,S8SUBR,12/31/1995,A,1.47,1.29,"639,327","25,663",6,"417,928",0,"265,709","272,703","67,480",0,"132,075","22,112","109,963",0,"1,820",0,"106,859","106,859",0,6,5,4,"126,531","133,895",130,130,0,0,0,93,37,0,0,8,0,1.81,0,77,24,6,23,0,0
800,04/01/1977,831,89,114,S8NCON,12/31/1995,A,1.39,3.82,"1,136,723",0,"51,526","779,107",0,"851,551","356,687","133,690",0,"158,781","2,120","156,661","10,058",0,0,"115,599","106,048","9,551",1,14,2,0,"168,839",188,188,0,0,0,188,0,0,0,20,0,0.78,54,121,13,0,0,0,0
801,10/15/1975,483,66,8,S8SUBR,12/31/1995,A,2.39,11.11,"521,937","23,127","14,851","202,672",0,"1,576,587","184,424","42,545",0,"130,135",0,"130,135",0,0,0,"82,820","82,820",0,1,5,1,"202,004","130,135",109,81,28,0,0,109,0,0,0,11,0,1.11,0,97,12,0,0,0,0
802,8/13/1980,1284,148,111,S8NCON,12/31/1995,A,1.25,3.9,"657,326",500,"49,429","484,390",0,"450,390","414,458","298,891",0,"108,411","16,827","91,584",0,0,360,"99,290","99,290",0,6,3,2,"1,104,682","108,771",130,129,0,1,0,79,51,0,0,15,0,1.65,0,58,60,12,0,0,0
803,6/26/1975,988,223,82,SEC13A,12/31/1995,D,0.86,0.84,"117,613",0,"2,021","134,107",0,"136,235","183,513","20,362",0,"50,487","9,279","41,208","1,500",0,"3,877","41,208","39,708","1,500",4,4,0,"42,167","55,864",49,13,36,0,0,0,49,0,0,9,0,1.69,0,24,17,7,1,0,0
804,04/02/1977,828,89,114,S8NCON,12/31/1995,A,1.49,4.33,"1,397,018",0,"74,273","886,297",0,"1,085,322","401,426","150,899",0,"180,575","2,120","178,455","10,058",0,0,"131,415","121,864","9,551",1,16,2,"22,467","190,633",216,216,0,0,0,216,0,0,0,22,0,0.78,62,139,15,0,0,0,0
805,11/19/1974,723,80,39,SEC13A,12/31/1995,A,1.42,4.23,"701,001","80,571","48,140","401,764",0,"474,649","196,573","84,342",0,"173,237","12,164","161,073",0,344,"7,008","155,280","155,280",0,12,3,0,"633,834","180,589",176,44,88,44,0,0,176,0,0,0,0,1.75,0,84,60,24,8,0,0
806,7/21/1976,536,143,152,S8NCON,12/31/1995,A,1.31,3.33,"865,645","39,230","35,259","605,493",0,"568,199","460,830","290,326",0,"108,416",0,"108,416",0,0,0,"89,500","89,500",0,1,11,0,0,"108,416",130,129,0,1,0,129,1,0,0,7,0,1.15,0,110,20,0,0,0,0
808,5/15/1975,194,229,15,M2WDEC,12/31/1995,D,0.91,0.99,"389,624","78,905","7,145","332,138",0,"182,655","247,520","62,371",0,"104,521","24,493","80,028",0,"8,269",0,"84,900","84,900",0,1,10,2,"75,702","112,790",130,52,78,0,0,130,0,0,0,13,0,1,10,110,10,0,0,0,0
809,5/15/1975,1022,93,140,S8SUBR,12/31/1995,A,1.01,1.42,"785,644","144,178","52,496","582,869",0,"517,826","1,334,399","133,181","835,955","241,320","36,597","204,723","1,859","26,611","5,774","184,219","182,360","1,859",17,3,3,"153,184","275,564",220,156,0,64,0,0,220,0,0,0,0,1.81,0,95,99,10,5,11,0
810,3/21/1978,7,36,109,S8NCON,12/31/1995,A,1.34,7.39,"557,623","19,957","11,923","393,230",0,"322,150","140,470","96,858",0,"92,998","17,000","75,998",0,0,0,"76,280","76,280",0,6,2,0,"273,252","92,998",100,100,0,0,0,100,0,0,0,10,1,1.2,0,80,20,0,0,0,0
811,8/29/1978,862,122,50,S8NCON,12/31/1995,A,1.36,2.83,"662,548","27,156","26,255","448,377",0,"556,558","369,817","173,099",0,"74,718","11,472","63,246",0,0,"2,574","57,230","57,230",0,1,4,1,"39,750","77,292",87,87,0,0,0,87,0,0,0,5,0,1.05,0,83,4,0,0,0,0
812,9/15/1975,237,122,50,S8NCON,12/31/1995,A,1.49,3,"543,551","20,747","16,237","340,887",0,"414,027","258,194","120,289",0,"76,407","16,233","60,174",0,0,0,"61,000","61,000",0,1,6,2,"44,600","76,407",90,90,0,0,0,89,1,0,0,11,0,1.11,0,80,10,0,0,0,0
813,09/09/1976,175,80,39,SEC13A,12/31/1995,A,1.13,3.98,"2,095,163","195,189","48,252","1,644,892",0,"1,734,420","692,657","256,904",0,"513,771","6,114","507,657",0,0,0,"443,976","443,976",0,43,4,2,"2,281,523","513,771",441,166,275,0,0,0,441,0,0,22,0,1.96,0,188,124,89,40,0,0
814,4/15/1975,844,122,16,SEC13A,12/31/1995,B,1.04,0.78,"478,650","54,765","20,053","390,147",0,"321,301","499,787","85,265",0,"183,277","17,631","165,646","13,444",0,0,"114,444","101,000","13,444",1,7,2,"30,955","196,721",122,43,42,37,0,0,122,0,0,4,0,1.35,0,85,31,6,0,0,0
816,7/21/1976,182,85,44,S8SUBR,12/31/1995,A,1.19,2.43,"1,152,634","138,942","26,259","831,206",0,"743,791","719,248","412,563",0,"197,087","56,049","141,038",0,0,0,"132,150","132,150",0,1,8,3,"129,506","197,087",183,183,0,0,0,183,0,0,0,9,0,1.24,0,139,44,0,0,0,0
817,1/13/1977,797,103,72,S8NCON,12/31/1995,A,1.28,3.39,"849,540",0,"70,227","610,185",0,"1,650,865","582,636","95,603",0,"177,023","39,926","137,097",0,0,"3,444","136,828","136,828",0,2,8,4,"131,017","180,467",209,209,0,0,0,209,0,0,0,21,0,1.1,0,189,20,0,0,0,0
818,7/21/1976,547,175,76,S8SUBR,12/31/1995,A,1.24,2.51,"437,454","85,776","20,003","266,638",0,"292,438","186,885","70,255",0,"56,065","14,124","41,941",0,0,0,"39,950","39,950",0,1,6,1,"11,186","56,065",61,61,0,0,0,6,55,0,0,3,0,1,6,49,6,0,0,0,0
823,6/15/1976,899,175,71,S8SUBR,12/31/1995,A,1.16,1.38,"140,450",0,"4,323","91,163","25,886","131,811","117,093","21,630",0,"40,806",0,"40,806","3,500",0,272,"32,941","30,641","2,300",8,4,0,"14,759","44,578",36,36,0,0,0,0,36,0,0,1,0,2,0,18,6,6,6,0,0
824,7/24/1975,1123,232,5,SEC13A,12/31/1995,A,1.25,1.05,"538,750","121,253","34,196","307,814",0,"179,276","233,849","63,000",0,"119,832","27,257","92,575","4,700",0,0,"108,350","103,650","4,700",2,8,2,"65,255","124,532",147,37,110,0,0,147,0,0,0,6,0,1.12,0,130,17,0,0,0,0
826,6/15/1976,1261,80,39,S8NCON,12/31/1995,A,2.25,19.75,"416,332",0,"28,309","172,353",0,"1,081,394","87,349","32,608",0,"64,507","12,365","52,142",0,0,0,"54,000","54,000",0,2,4,2,"90,172","64,507",87,87,0,0,0,87,0,0,0,5,0,1.1,0,78,9,0,0,0,0
827,02/06/1979,242,130,22,S8NCON,12/31/1995,A,1.92,20.98,"1,164,359","121,014","69,759","506,856",0,"2,291,428","271,738","162,522",0,"135,699","30,902","104,797",0,0,0,"104,585","104,585",0,4,8,4,"104,642","135,699",151,150,0,0,1,134,16,0,1,13,0,1.43,0,114,21,4,12,0,0
828,6/15/1976,1269,89,121,S8SUBR,12/31/1995,A,1.19,4.1,"340,257","30,307","17,381","245,980",0,"167,966","147,232","106,232",0,"61,827","11,803","50,024",0,"6,305",0,"40,500","40,500",0,3,5,1,"103,237","68,132",55,55,0,0,0,0,55,0,0,3,0,1.35,0,36,19,0,0,0,0
831,03/10/1978,765,147,154,S8NCON,12/31/1995,A,2.19,3.95,"1,337,303","157,222","21,524","528,331",0,"956,575","831,974","589,632",0,"156,000","4,800","151,200",0,0,0,"131,900","131,900",0,9,3,2,"499,241","156,000",164,164,0,0,0,124,40,0,0,15,0,1.49,0,104,40,20,0,0,0
832,07/09/1979,987,257,124,S8NCON,12/31/1995,A,1.34,1.09,"945,798","166,868","12,193","574,084",0,"432,265","480,350","83,309",0,"144,127","3,069","141,058","1,824",0,0,"145,909","143,498","2,411",1,7,2,"92,802","145,951",161,161,0,0,0,155,6,0,0,16,0,1.07,0,155,0,6,0,0,0
833,03/03/1978,861,228,51,S8SUBR,12/31/1995,A,1.37,2.3,"116,301","43,516","4,587","49,632",0,"71,113","39,147","8,165",0,"18,587",0,"18,587","4,143",0,0,"16,613","12,470","4,143",1,3,0,"16,265","22,730",17,17,0,0,0,17,0,0,0,0,0,1.24,3,7,7,0,0,0,0
834,3/21/1978,391,257,124,S8NCON,12/31/1995,A,1.71,5.22,"894,937",0,"38,512","501,730",0,"719,947","220,522","82,533",0,0,0,0,0,0,0,"173,380","173,380",0,31,2,0,"2,112,660","205,173",200,200,0,0,0,112,88,0,0,20,0,1.64,0,112,56,23,9,0,0
835,3/21/1978,836,64,135,S8SUBR,12/31/1995,A,1.52,2.3,"398,027",0,"3,479","259,029",0,"399,637","216,198","42,108",0,"68,975","1,100","67,875","5,625",0,0,"59,510","53,910","5,600",1,7,2,"24,185","74,600",64,64,0,0,0,23,41,0,0,4,0,1.53,0,32,30,2,0,0,0
836,9/15/1975,218,229,15,TCRED4,12/31/1995,B,1.05,0.93,"289,259","31,159","14,385","232,601",0,"132,310","190,476","48,849",0,0,0,0,0,0,0,"60,000","60,000",0,1,7,2,"23,573","97,020",100,83,17,0,0,100,0,0,0,5,0,1.01,0,99,1,0,0,0,0
838,8/27/1979,511,138,8,S8NCON,12/31/1995,A,1.22,3.82,"1,531,110","67,025","32,317","1,172,223",0,"704,305","714,319","529,814",0,"181,983","34,792","147,191",0,0,"8,071","143,800","143,800",0,8,5,3,"510,958","190,054",194,194,0,0,0,117,77,0,0,12,0,1.45,0,128,50,10,6,0,0
840,11/20/1979,999,152,74,S8NCON,12/31/1995,B,0.99,1.04,"346,038","48,012","11,537","288,054",0,"218,959","249,008","38,836",0,"78,084","13,134","64,950",0,0,"3,451","60,831","60,831",0,4,2,1,"95,289","81,535",73,73,0,0,0,0,73,0,0,3,0,1.77,0,29,34,8,2,0,0
841,4/15/1977,371,67,101,S8NCON,12/31/1995,A,2.63,11.33,"694,134","88,356","4,100","228,725",0,"1,361,410","198,839","78,722",0,0,0,0,0,0,0,"59,476","59,476",0,1,7,2,"96,900","89,390",96,95,0,1,0,95,1,0,0,6,0,1.27,0,70,26,0,0,0,0
842,9/15/1975,703,148,155,SEC13A,12/31/1995,A,1.07,2.33,"76,756","19,050","3,509","50,549",0,"28,064","21,275","9,231",0,"18,334",0,"18,334",0,0,0,"17,603","17,603",0,3,2,0,"44,556","18,334",12,3,9,0,0,0,12,0,0,0,0,3.25,0,0,0,9,3,0,0
844,8/29/1978,233,66,8,S8NCON,12/31/1995,A,1.19,3.85,"1,532,878","12,088","55,069","1,231,563",0,"944,927","884,893","100,938","538,368",0,0,0,0,0,0,"110,130","110,130",0,2,9,4,"77,400","160,080",198,198,0,0,0,198,0,0,0,20,0,1,0,198,0,0,0,0,0
845,8/29/1978,674,148,111,S8NCON,12/31/1995,A,1.19,4.66,"912,100","26,609","28,373","720,203",0,"487,441","475,292","370,761",0,0,0,0,0,0,0,"92,355","92,355",0,2,5,4,"158,463","135,800",125,125,0,0,0,125,0,0,0,16,0,1.37,0,79,46,0,0,0,0
851,9/24/1979,284,89,114,S8NCON,12/31/1995,A,1.17,7.7,"617,051","30,529","10,997","492,625",0,"214,866","202,037","174,135",0,0,0,0,0,0,0,"77,616","77,616",0,1,2,0,"514,008","101,096",120,120,0,0,0,107,13,0,0,13,0,1.15,0,102,18,0,0,0,0
852,12/21/1979,187,257,124,S8SUBR,12/31/1995,A,1.19,5.04,"671,051","29,382","23,318","520,106",0,"278,421","331,875","276,648",0,"61,738","3,424","58,314","6,185",0,0,"46,449","40,742","5,707",1,6,2,"13,534","67,923",70,70,0,0,0,70,0,0,0,7,0,1.07,0,65,5,0,0,0,0
853,9/24/1979,407,159,73,S8NCON,12/31/1995,A,1.52,6.79,"523,816",0,"49,909","312,346",0,"1,054,134","201,427","46,216",0,"84,941","14,204","70,737",0,0,"5,743","68,072","68,072",0,1,6,2,"71,952","90,684",100,100,0,0,0,81,19,0,0,10,0,1.3,0,76,18,6,0,0,0
855,4/27/1982,428,67,101,S8SUBR,12/31/1995,A,1.34,3.04,"756,149",0,"18,309","549,290",0,"446,832","223,057","76,112",0,"86,054","1,234","84,820",0,0,0,"52,229","52,229",0,5,4,1,"162,493","86,054",86,85,0,1,0,80,6,0,0,7,0,1.17,5,67,8,6,0,0,0
856,7/19/1979,820,257,124,S8SUBR,12/31/1995,A,1.32,1.63,"769,491",0,"26,479","561,243",0,"716,511","609,902","170,955",0,0,0,0,0,0,0,"123,250","123,250",0,6,6,4,"54,491","185,970",183,183,0,0,0,22,161,0,0,9,0,1.03,18,141,24,0,0,0,0
857,9/27/1979,517,229,15,S8SUBR,12/31/1995,A,1.07,3.95,"561,243",39,"20,032","503,778",0,"389,462","278,593","180,049",0,0,0,0,0,0,0,"64,300","64,300",0,1,4,1,"123,295","90,221",94,93,0,0,1,91,3,0,0,10,0,1.15,0,83,8,3,0,0,0
859,07/02/1985,220,122,50,SOFT,12/31/1995,A,1.06,2.53,"804,758","37,434","7,942","718,362",0,"356,942","229,014","87,675",0,"128,476","2,065","126,411",0,0,0,"82,443","82,443",0,1,7,2,"46,564","128,476",99,25,0,74,0,0,99,0,0,5,0,1.76,0,24,75,0,0,0,0
862,9/20/1979,111,83,75,S8SUBR,12/31/1995,A,1.84,9.31,"585,476","13,455","23,770","298,546",0,"903,735","140,981","43,873",0,"78,052","16,110","61,942","14,950","1,806",0,"73,895","58,945","14,950",1,6,1,"33,178","94,808",85,85,0,0,0,85,0,0,0,9,0,1,6,73,6,0,0,0,0
864,07/09/1979,687,104,77,S8NCON,12/31/1995,A,1.06,2.96,"442,253","22,327","10,943","386,314",0,"143,774","244,535","195,963",0,0,0,0,0,0,0,"35,268","35,268",0,9,2,0,"118,483","46,728",56,56,0,0,0,56,0,0,0,6,0,1.18,0,46,10,0,0,0,0
865,9/25/1984,730,229,77,SOFT,12/31/1995,B,1.03,0.49,"696,957","29,674","13,049","638,082",0,"75,343","238,154","85,429",0,"93,598","14,464","79,134",0,0,"3,732","75,196","75,196",0,3,6,2,"435,600","97,330",100,25,0,75,0,0,100,0,0,5,0,1.41,0,68,23,9,0,0,0
